"","Time","Nickname","Book_title","Author","Publisher","Genre","Summary","Opinion","Stars","Campus","Gender","Teacher_Assessment","Plagiarism_Source","Teacher_Assessment_2","Period"
"12","29/05/2018 06:00:45","mako","Who,Sir? Me,Sir?'","K.M.PEYTON","Oxford","science fiction","The main character of this story is the four unwilling students of a public high school. The public high school they attended was low-priced because they had little money and were not smart. There was a good private high school which is rich near this high school, but it did not become a comparison.                    Four students went to see football with the teacher one day.                They encounter a rare competition called Tetraslon.                                The teacher decides to compete with private high school by Tetraslon as a trigger. They had a lot of people cooperate, such as school and parents. That practice was hard and difficult, but everyone helped and got over it. Though they were falling students, motivation and love gradually started growing.              They tried practicing for a year and came to the game. But they finally dyed their hands on foul play.","I thought it would be wonderful to have a goal and work hard with everyone. Because I was doing club activities, there were many parts that I sympathize with.",3,"Tokyo","Female",3,"",NA,NA
"13","26/06/2018 16:10:29","mako","the wizard of Oz","L.Frank Baum","Macmillan","other","One day, it was coming a cyclone suddenly in Kansan. Dorothy,Toto,Dorothy's Uncle Henry and Aunt Em lived there. Dorothy and Toto failed to escape so they were brushed away with their house by a cyclone. they noticed which they are in unknown place. Then there is three witch , they appreciated Dorothy and Toto. The wicked witch of the East was killed because he became crushed under Dorothy's house. Dorothy told the Good Witch of the North that she wants to go back to Kansas.And then the GoodWitch of the north gave the Wicked Witch of the East's Silver Shoes and she kissed. She told Dorothy and Toto to go to the Emerald City and follow the yellow brick road. On their way to the Emerald city ,  Dorothy and Toto met Scarecrow , Tin Man and Cowardly  Lion. Scarecrow wants to get a brain , Tin Man wants to get a heart ,Cowardly Lion wants to get  courage.  Dorothy and Toto with  their friends went to the Emerald City. they arrived there and met the Wizard of Oz. But he transformed, he told them. """"Kill the  Wicked Witch of the west."""" They killed her by water , they went back to the Wizard of Oz. Then they got a brain, a heart and courage without being noticed. And Dorothy closed her eyes and knocked the Silver shoes three times. She opened her eyes, she was sitting in front of a new house that Uncle Henry built on the prairie with Toto.","Actually The Wizard of Oz is the common old man is I like the most.
Because The Wizard of Oz is the central character of this story , but the fact which The Wizard of Oz is the common old man find at the end of this story. It is very interesting.",3,"Tokyo","Female",2,"",NA,NA
"14","07/05/2018 12:24:52","yuto_y","The Long Tunnel","JOHN MILNE","Macmillan","children's literature"," Paul, Sheila and Charles are college students. One day, they have a examination, but they talk about summer vacation. They decide to visit Paul uncle's cottage in summer vacation.
 On Monday the fifth of August, Sheila and Charles arrive at Llanvoy station near the cottage. They promise to see Paul on Llanvoy station. But Paul doesn't come. Sheila and Charles walk to the cottage.
 However, when Sheila and Charles knock the cottage's door, a strange man comes out. Sheila talk to the man, but he becomes upset. Sheila and Charles waited near the cottage. After it gets dark, strange men come to the cottage!
 Who are those strange man? Can Sheila and Charles find Paul? ","I think this story is very interesting. It is because when I was reading this story, I feel fantastic. And Sheila, a girl of this story, is very brave. I think she has a important role in this story. ",4,"Tokyo","Male",3,"",NA,NA
"15","10/07/2018 13:21:25","yuto_y","Run For Your Life","Stephen Waller","Penguin","romance","Kim and David were traveler. They studied Spanish and they went to Liverpool with their friends in order to speak Spanish. One day, they walked narrow streets only themselves. The street were dangerous, but David likes it. When they went into narrow street, they saw that a strange man had drugs. Kim ran away, and she found policeman. Policeman said that they wanted  Kim to corporate arrest of strange man. Kim went to the narrow street again, and the strange man caught Kim. However, David threw rubbish bin and it attacked the strange man. David was brave and he could save Kim!","I think the police makes a mistake. When police asked Kim to corporate, they promised that they saved her. However, she was caught by criminal. Police must have responsibility to protect citizen.",3,"Tokyo","Male",3,"",NA,NA
"16","29/05/2018 13:35:28","yuto_y","MOTHER TERESA","Pearson Education","Penguin","biography","A nun saved many poor people in many country. She always prays for poor people. Her name is Mother Teresa.
 Almost all people know her. She was born in rich family, but she decided to be a nun and save poor people. When she was 18, she said good-bye to her family and friend.
 Calcutta was very poor country. There are many sick people in the street. they don't have house, money and family. Teresa decided to save them.
 In the first time, Teresa was alone. However, many people began to support her. She was dressed the blue and white sari. Her name was Known to the world.
 In 1979, she got the Nobel Peace Prize. She says famous word: """"Go home and love your family"""".  ","She is known to everyone in the world. I respect her because she saved many people.",5,"Tokyo","Male",2,"",NA,NA
"17","23/04/2018 12:28:49","yuto_y","Johnny English","John Escott","Other","action adventure","Johnny English is a Secret Service agent. He often makes very bad mistakes. However, he got an important job: security for the Queen and her crown. There are a lot of problems. In the exhibition on the London Tower, the  crown is stolen by someone! English and Bough find kidnapper and trace them, but he mistakes kidnapper`s car. English guesses that kidnapper is Sauvage and he tries to sneak into Sauvage`s buildings. however, he penetrates into wrong buildings!  English and Bough are trapped by Sauvage, but they continue to their mission by Lorna`s help. Can they complete their mission to protect Queen and her crown?","The reason Why I chose this book is because it is movie story. It is a fiction story, but characters of this story have personality. For example, Bough, a Secret Service agent, often helps English in various situations by conceiving bright idea. It is interesting to see each character`s expectation.",4,"Tokyo","Male",4,"",NA,NA
"18","14/05/2018 12:28:24","yuto_y","Tales from Hans Andersen","Hans Andersen","Penguin","children's literature"," This book consists of six short and famous stories. Six short stories: The Ugly Duckling, The Nightingale, The Little Mermaid, The Emperor's New Clothes and Thumbelina. These stories are written by Hans Andersen. He is a very famous person.
 Five stories become Happy End, but one, The Little Mermaid, is a sad story. In this story, The Little Mermaid saved prince and love him. However, she doesn't have feet, she cannot live on the land. So she talks with an old woman, and she gets feet. However, she cannot speak, she cannot marry prince. In the last, she jumped into the sea.
 Other five stories are happy end. And all stories are very famous, so we can read these stories at ease.","The stories of this book are known to everyone. So I can recommend this book to a person who don't like English. And I like all these stories.",5,"Tokyo","Male",3,"",NA,NA
"19","29/06/2018 12:31:00","yuto_y","Rip Van Winkle and The Legend of Sleepy Hollow","Washington Lrving","Pearson","children's literature","This book has two short stories.
Summary 1
In the small town, a man named Rip is a former. He doesn’t like to go to work. He liked to talk to with his friends. One day, he went to the mountain with his dog and found a strange old man. He helped the old man. After that, he slept near a big building. When he got up, there are no people...
Summary 2
Ichabod Crane was a teacher in Tarry Town. He likes children and stayed with families. He loved Katrina, a girl in the town. She was loved many people. One day, Ichabod went to the party which Katrina’s father was host. On the back to the home, Ichabod was attacked a strange man who don’t have head!  ","First story, when Rip got up, it was America in 20 years! I like this story because Rip could meet his daughter in 20 years instead his friend dead.
But I don’t like second story. Ichabod is a kind and great teacher. But he couldn’t marry Katrina because he was attacked a strange man! I think he is miserable...",4,"Tokyo","Male",2,"",NA,NA
"20","30/04/2018 11:39:38","yuto_y","Barack Obama","Andy Hopkins and Jocelyn Potter","Pearson","biography","Early on the afternoon of January 20, 2009, a man started the most difficult job of his life. His name is Barack Hussein Obama. He is the 44th president of the United States. For the first time, the country have an African-American president. On the very cold day in 2009, Obama stood in front of almost 2,000,000 people in Washington, D.C. Mrs. Obama stood next to him, and he repeated the famous words with his left hand on the Bible. The word is """"Hope,"""" """"Change,"""" and """"Yes we can."""" And people loudly repeated the words after him. The country wanted change, and it got it. ","When Obama was elected in 2009, I was elementary school student. The news made me so surprising. After eight years, he achieved many complicated problems. I think he is supported by many American people and other countries.",3,"Tokyo","Male",2,"sentence with the book (https://www.quia.com/files/quia/users/ricarhez/Barack_Obama_Reader_Level_2.pdf",NA,NA
"21","21/05/2018 17:08:13","yuto_y","Extreme Sports","Michael Dean","Penguin","sport"," This book is written about Extreme Sports. What is Extreme Sports? It is dangerous, but very fantastic. Extreme Sports have various types, such as aerial ballet, aggressive in-line skating, BASE jumping, BMX bike riding, canyoning, cave diving, hang gliding, snowboarding and street luge.
 BASE jumping is most dangerous sports, so people who did BASE jumping are arrested! BASE jumping started at El Capitan.
 Doing Extreme Sports, some people died. Extreme Sports are so dangerous, but many people try them. Why? When people do Extreme Sports, they can feel thrill.
 Michael Bane was forty-six when he started Extreme Sports. He tries a lot of sports, such as swim, valley Race and Bike Race. He may want to enjoy his life.","I don't like sports, so I think it is dangerous to do Extreme Sports. I don't want to play Extreme Sports. If I played them, I would injury my body. ",3,"Tokyo","Male",2,"",NA,NA
"22","07/07/2018 12:27:14","yuto_y","Flying Home","Stephen Rabley","Penguin","children's literature","Flex is a yellow beautiful bird. He lives in New York with the Baxter family. Flex likes Baxter, but he is not happy. It is because he wants to go back home in Brazil. One day, Baxter opens the cage, Flex flies out from it. Although it is cold in New York, Flex keeps flying. He meets a lot of birds and asks the root to jungle in Brazil. In Rio, he meets a friend named Aca. Aca knows the root to jungle. Two birds fly to Brazil. In Brazil, however, many trees were cut down. The jungle disappeared, but Flex can find his family.","This book is easy to read, but many important things are written. People catch birds and keep them, but it is sad for birds. And many jungles are destroyed by people. They build many buildings and roads. Building too much artifacts means that animal’s house decreases. I must think about environmental problems.",5,"Tokyo","Male",3,"",NA,NA
"23","20/06/2018 12:45:34","yuto_y","The White Oryx","Bernard Smith","Penguin","children's literature","In the desert, a man and a girl are looking for oryx. Man’s name is Abdullah, and girl’s name is Mandy. Mandy is an Australian and she is taking the photos. Suddenly, the radio which Abdullah has says. The speaker says that there are poachers near Abdullah and Mandy. Poachers are bad men. They illegally shoot oryx. Abdullah and Mandy found an oryx. It is killed by poachers. And there isn’t little oryx, so they began to look for. After that, they run the car. Suddenly, poachers shoot Abdullah’s car. They were in danger, but police saved them. Little oryx is fine, and Abdullah promised that he looked for little orxy’s new parents.","I think this story is simple, but interesting. I didn't go to desert, so I know the desert character. The people who work in the desert is very cool!",4,"Tokyo","Male",2,"",NA,NA
"24","30/06/2018 08:51:18","yuto_y","Mike’s Lucky Day","Leslie Dunkling","Penguin","romance","Mike is a new Deliveryman. He has a good boss, Bill. It’s a first day to work with. They go to Morgan’s shop. Morgan’s daughter, Jennifer, is very beautiful girl. Mike soon fells in love. Mike promises her to go to the movie.
 That day, Mike and Bill caught a traffic jam. And Mike forgets his money in his house. On the more, he forgets his house’s key, so he enters his house in window. He was caught by policeman, and he was late for the date time. Jennifer is angry. Mike says sorry on the phone, but she doesn’t forgive. However, Mike writes a letter and she comes to see him! They can make up!","Mike is a careless boy, so Jennifer becomes angry. I think mike is more careful about himself. When Mike makes a mistake, Jennifer forgets him, but other people may not forget him. Mike is a working man, so I think he should have responsibility. ",3,"Tokyo","Male",3,"",NA,NA
"25","27/06/2018 13:40:02","yuto_y","The Gift of the Magi and other stories","O. Henry","Pearson","children's literature","This book consists of four short stories. It is “The Gift of the Magi”, “The Art Game”, “The Troubadour”, “Money Talks” and “Soapy’s Winter Home”. These stories were written by O. Henry. He is famous writer in America. These stories are the most famoust stories in his books. His story is based on America: Texas, Oklahoma and New York. These stories were written from 1902 to 1910. You cannot expected the end of the stories. There are happy end stories, bad end stories. However, these are all interesting! It is written in easy English, so everyone can read it with ease. Shall we enjoy O. Henry’s world?","My favorite story is “The Gift of the Magi”. Jim and Della, the character of the story, loves each other. So they always consider their partner. In Christmas, he and she buys present to their partner instead of their special things. Della sells her beautiful and long hair. I think she think more Jim than herself. And he is, too. I think it is important to think other people anytime and anywhere.",4,"Tokyo","Male",3,"",NA,NA
"26","22/06/2018 16:04:41","yuto_y","Girl meets Boy","Derek Strange","Pearson","romance","In late July, a ship was sailing to Comillas. In the ship, a girl named Donna found a handsome boy. She felt in love soon. And the boy named Mark also felt that Donna is good looking girl. Donna was with families and Mark was with brother, Dave. Mark is shy, so he didn’t talk to Donna. 
 In the night, Donna found Mark in the disco. They danced together. But he was Dave! They were very similar to. Donna and Mark felt sad.
 The next day, after the ship arrived at Comillas, Mark had brave and talked to Donna. Donna was very happy! Mark and Donna danced together!","Mark is a very shy boy. I think his mind because I am also shy, too. But he is brave and talk to Donna in the last scene. I think it is important thing to say what I think. I try to speak loudly and clearly to other people.",4,"Tokyo","Male",3,"",NA,NA
"27","02/07/2018 18:05:32","yuto_y","Karen and the Artist","Elizabeth Laird","Pearson","romance","Karen visits her parent’s home. Her father is a painter. Karen likes her father’s painting. She is a flight attendant, and she flights a lot of countries. One day, she goes to Rome on work. In Rome, he meets a man. His name is Antonio. He is a painter, but he cannot be appreciated by other people. However, Karen likes his painting. Antonio is very poor, so Karen sells his painting and makes a money. She takes money to Antonio’s house, but he is sick in bed. Karen takes care Antonio, and promise. The promise is that Antonio draws Karen.","Karen falls in love Antonio, but I don’t like him. He hitches food, and forces the clerk to receive his painting. I think he will never become a good painter. It is because he always thinks only himself.",2,"Tokyo","Male",3,"",NA,NA
"28","02/06/2018 12:50:19","yuto_y","Marcel Goes to Hollywood","Stephen Rabley","Penguin","children's literature"," This story is short, but fun story. Marcel and Celine are French mice. They travel to Los Angeles on vacation. They take a bus and go to Hollywood. Their avenue is near Hollywood. In the avenue, there are three people.
 In the night, when Marcel and Celine is sleeping, a noise happens. Two men take daughter! They are kidnappers!
 Next morning, her parents are very sad. Kidnappers threaten their parents $1 million to kidnappers's room. Marcel and Celine  also go there. Her father goes back, but Marcel and Celine stay there.
 At.6.30, another man comes to the house. After they go to bed, Marcel and Celine find daughter, they called police and the daughter are saved!
 After that, Marcel and Celine spend their vacation.
 ","This story has many pictures, so little child can read this with ease.",4,"Tokyo","Male",2,"",NA,NA
"29","26/06/2018 12:55:38","yuto_y","Pele","Rod Smith","Penguin","biography","Do you know Edson Arantes do Nascimento? He is called him Pele. He is a famous soccer player. 
  He was born in 1940. His parents called him. Dico. In his child, he wanted to work airport, not soccer player. However, one day, he looked at airplane accident, so his dream changed.
  His soccer sense was very good, and he was needed many teams. He worked hard in three world cup games.
  Not only as a soccer player, but also in many fields he became famous. He worked as a teacher. He likes young people, so he worked for UNICEF. He saved many children in the world.
","He is a famous soccer player, but I didn’t know him. It is because I don’t like to play sports. This book told me about Pele. He was very hard worker. I respect him not only as a sports player but as a kind person. I want to be a person who can think other people’s feeling. ",4,"Tokyo","Male",2,"",NA,NA
"30","07/05/2018 19:57:11","kakuto","Let Me Out!","Antoinette Moses","Cambridge","fantasy","Main character's john produces a robot with a name as nolan of a study of trouble.
Nolan hears that I say everything, cooks and washes, cleaning, it seemed the finished goods which make up with everything, but I'm having feeling gradually.
Jealousy and perplexity are being born by having had a feeling.","Human feeling is so difficult but warmth. Becouse human feeling makes the parson happy.",1,"Tokyo","Male",2,"",NA,NA
"31","28/05/2018 23:35:27","kakuto","Help!","PHILIP PROWSE","Cambridge","fantasy","Frank of a wrong writer, even if complaining about the wife of career woman, the work does not get easy. Such a visiting opportunity visited. Given a client to a computer, dreaming of a millionaire and crisis. When launching the computer, a woman named """"chip"""" appears on the monitor and asks for help.","I thought that it would be serious if I became too dependent on computers.",1,"Tokyo","Male",2,"",NA,NA
"32","26/04/2018 20:00:05","kakuto","BIG HAIR DAY","Margeret Johnson","Cambridge","fantasy","sophia which was visited in English norwich for an extra of a work of screen player Fabio I like very much will change a bag for the aunt who asked the way and go to the police. They were settling a quarrel of lost child's child and man with gentle policeman George after that, arrived at a meeting place of the memory extra who is finally and had them set the hair, and you could also meet in Fabio, but George isn't left and 2 people ride his motorcycle and are tied.","The state of 2 people who are being attracted by way each other while settling a problem, was very good for the police force many times.",1,"Tokyo","Male",2,"",NA,NA
"33","15/05/2018 07:50:26","kakuto","A Death in Oxford","Richard Mac Andrew","Cambridge","mystery","Britain is Oxford, a case where a doctor called Janet Leighton is killed will occur.
To solve the case, police officer Williams begins investigation.
By listening to Barbara working at Janet's clinic, Elizabeth of lawyers, Simon of Janet's husband, Simon of Janet, Chris of his son, from the day before the incident, which seems likely to be involved in this case, It will be clarified.","An investigation is becoming important for an event solution.",1,"Tokyo","Male",2,"",NA,NA
"34","19/06/2018 00:55:29","kakuto","TEN LONG YEARS","Alan Battersby","Cambridge","mystery","nat marley is a former New York detective and is currently doing a small detective office with a female assistant named stella. When Nat who finished his day's work was drinking at the bar, he was tasted and drank that he was the """"first beer in ten years"""". Nat gave the next cup to a man and handed in his business card.
The next morning a man last night came to the office. The man told himself by saying Jorge. Jorge sold drag with four people ten years ago and it was a boss among the four. I wanted to open a restaurant because I took the cook qualification while in prison, but I need the money deposited with three people. I do not tell the police about the three people, so I should be doing something. It was a request that I want you to find it. But two out of three people have mysterious death and the other one insists that """"I do not know about the money 10 years ago."""" Jorge soon gave up and said that he will work and somewhere to save money and then open a restaurant.","The interaction between the guy who was serving as a crime by Drag and the detective was interesting. Even those who committed a crime compensated for their sins and thought that the attitude of trying to start a new life seriously was wonderful.",1,"Tokyo","Male",3,"",NA,NA
"35","29/04/2018 18:59:37","kakuto","Book Boy","Antoinette Morses","Cambridge","biography","The fact that the boy writing the novel which lives in England will meet the girl who does a life on the road and live together. When Nikki who has used a drug reeled a girl, a house was wasted, and the PC with data of a novel was also missing.","I think this stoy is difficult situation boy and girl meet and with live by borning a bond",1,"Tokyo","Male",2,"",NA,NA
"36","21/05/2018 23:00:37","kakuto","Next Door to Love","Margaret Johnson","Cambridge","romance","Stella was badly injured and cowardly in love from the bad habits of the boyfriend James who used to be with her before.
One day, a nice man Tony who has a blue eyes and black hair next to Stella will move. Tony had a small girl, already parted with his ex-wife Kathy and was already deceived in love. It was already Tony who was not trained in Kathy, but I was looking forward to meeting Daisy, my daughter who lives with a new father under Kathy. Stella, with Janet's advice, two people are gradually attracted by what he has spoken to Tony. But that's where Kathy brings Daisy and moves to Scotland. Stella to Tony who had been depressed to meet Daisy anymore.","Love surmounts various human difficulties and leads to happiness.",2,"Tokyo","Male",3,"",NA,NA
"37","19/06/2018 00:13:01","kakuto","Karen and the Artist","Elizabeth Laird","Pearson","romance","Karen of the hero is a woman who is flying around abroad and working. Father has a lot of books and he is a readingist. I encounter a wonderful picture at the Roman cafe where I got to work. The painter who painted the painting Antonio is a painter who can not sell and it is treated as a nuisance from the store. Karen who found his talent for painting has his painting and goes to sell it to the gallery. But quickly getting to know you. Because he is unknown, we can not hear the story. So Karen lies and appeals that he is a great painter. Thanks to that, the picture is sold Karen returns to Rome who Antonio waits for. I will visit Antonio with someone who wants to buy his paintings. Antonio was full of gratitude to Karen for selling his paintings and helping me with my life. Karen and Antonio were united.","I thought Karen 's efforts to succeed in selling the paintings of poor painters as a result by hardly selling the picture he thought was good of Karen of the hero.",1,"Tokyo","Male",2,"",NA,NA
"38","08/07/2018 23:34:07","kakuto","The Leopard and the Lighthouse","Anne Collins","Pearson","biography","The island floating in the sea in eastern Africa Sindi is the stage of the story. As Sindi was only about 500 meters away from the African continent, one day the leopard swam across cubs for food.
Leopard is driven away from the islanders and escapes to the lighthouse. So the chief of the island made conditions for marrying her daughter Tanza to those who killed the panther,
It tries to exterminate a leop that may harm human beings. Men on the island are trying to kill the leopard, shoot them with a gun or lure them to the leopard's food and try to kill them, but they are not quite right. Let's make a plan with a young and friendly face called Saied, capture the leopard, and succeed. And saied and tanza got married, a child was born and became happy.","From my sense, I think that if the leopard appears in front of you, I think I will escape at once, but people on the island here seems to be very brave.
Daughter is the rests a picture looking at the leopard capture method of suitors us, but saw the suitor fails you do not like, is a little scary picture of laughing happily. This daughter has not accepted that character is not good well",1,"Tokyo","Male",2,"",NA,NA
"39","26/06/2018 00:32:13","kakuto","The Battle of Newton Road","Leslie Dunkling","Pearson","historical fiction","Newton road through a small town in the UK.
Surrey Robson who lives along this street was very satisfied with the life with the people of a small town but touched city.
However, the situation has changed since a human being in urban development of Wood's government office appeared.
In the place Sally and people in the town gather, Wood appeals that they want evictions to make a new way to turn into Newton Road.
However, of course, Sally and others protested. A battle over Newton Road breaks out here.
Wood is set to evict evasion even if you stop the lifeline of electricity.
Sally appealed this to the newspaper, and we will see the rise of public opinion.
Of course, the newspaper is in favor of Surrey, but criticized the aggressive policy of the government side, of course, on the other hand Newton Road is not good the way, should make a new road, the people of the town uninhabitable in new place The claims that it is good is also to be heard.
At the same time, Sally and Wood start thinking calmly.
Well, as a result Newton Road has been rebuilt on a new road.
However, people in the town decide that they can live in a house built along a new road.
For Sally, where connection with the people in the town was important, Wood who wanted to build a new way also gave birth to the best choice.","Life was made me think about the social environment and what all the people living there are coming up with. I was surprised by the surprisingly fruitful outcome, but it was good that the ideas of the residents and the staff in charge of construction worked closely together through a single movement and it was a good ending.",1,"Tokyo","Male",3,"",NA,NA
