"","Time","Nickname","Book_title","Author","Publisher","Genre","Summary","Opinion","Stars","Campus","Gender","Teacher_Assessment","Plagiarism_Source","Teacher_Assessment_2","Period"
"13","29/05/2018 13:35:28","yuto_y","MOTHER TERESA","Pearson Education","Penguin","biography","A nun saved many poor people in many country. She always prays for poor people. Her name is Mother Teresa.
 Almost all people know her. She was born in rich family, but she decided to be a nun and save poor people. When she was 18, she said good-bye to her family and friend.
 Calcutta was very poor country. There are many sick people in the street. they don't have house, money and family. Teresa decided to save them.
 In the first time, Teresa was alone. However, many people began to support her. She was dressed the blue and white sari. Her name was Known to the world.
 In 1979, she got the Nobel Peace Prize. She says famous word: """"Go home and love your family"""".  ","She is known to everyone in the world. I respect her because she saved many people.",5,"Tokyo","Male",2,"",NA,NA
"14","02/06/2018 12:50:19","yuto_y","Marcel Goes to Hollywood","Stephen Rabley","Penguin","children's literature"," This story is short, but fun story. Marcel and Celine are French mice. They travel to Los Angeles on vacation. They take a bus and go to Hollywood. Their avenue is near Hollywood. In the avenue, there are three people.
 In the night, when Marcel and Celine is sleeping, a noise happens. Two men take daughter! They are kidnappers!
 Next morning, her parents are very sad. Kidnappers threaten their parents $1 million to kidnappers's room. Marcel and Celine  also go there. Her father goes back, but Marcel and Celine stay there.
 At.6.30, another man comes to the house. After they go to bed, Marcel and Celine find daughter, they called police and the daughter are saved!
 After that, Marcel and Celine spend their vacation.
 ","This story has many pictures, so little child can read this with ease.",4,"Tokyo","Male",2,"",NA,NA
"15","14/05/2018 12:28:24","yuto_y","Tales from Hans Andersen","Hans Andersen","Penguin","children's literature"," This book consists of six short and famous stories. Six short stories: The Ugly Duckling, The Nightingale, The Little Mermaid, The Emperor's New Clothes and Thumbelina. These stories are written by Hans Andersen. He is a very famous person.
 Five stories become Happy End, but one, The Little Mermaid, is a sad story. In this story, The Little Mermaid saved prince and love him. However, she doesn't have feet, she cannot live on the land. So she talks with an old woman, and she gets feet. However, she cannot speak, she cannot marry prince. In the last, she jumped into the sea.
 Other five stories are happy end. And all stories are very famous, so we can read these stories at ease.","The stories of this book are known to everyone. So I can recommend this book to a person who don't like English. And I like all these stories.",5,"Tokyo","Male",3,"",NA,NA
"16","21/05/2018 17:08:13","yuto_y","Extreme Sports","Michael Dean","Penguin","sport"," This book is written about Extreme Sports. What is Extreme Sports? It is dangerous, but very fantastic. Extreme Sports have various types, such as aerial ballet, aggressive in-line skating, BASE jumping, BMX bike riding, canyoning, cave diving, hang gliding, snowboarding and street luge.
 BASE jumping is most dangerous sports, so people who did BASE jumping are arrested! BASE jumping started at El Capitan.
 Doing Extreme Sports, some people died. Extreme Sports are so dangerous, but many people try them. Why? When people do Extreme Sports, they can feel thrill.
 Michael Bane was forty-six when he started Extreme Sports. He tries a lot of sports, such as swim, valley Race and Bike Race. He may want to enjoy his life.","I don't like sports, so I think it is dangerous to do Extreme Sports. I don't want to play Extreme Sports. If I played them, I would injury my body. ",3,"Tokyo","Male",2,"",NA,NA
"17","26/04/2018 20:00:05","kakuto","BIG HAIR DAY","Margeret Johnson","Cambridge","fantasy","sophia which was visited in English norwich for an extra of a work of screen player Fabio I like very much will change a bag for the aunt who asked the way and go to the police. They were settling a quarrel of lost child's child and man with gentle policeman George after that, arrived at a meeting place of the memory extra who is finally and had them set the hair, and you could also meet in Fabio, but George isn't left and 2 people ride his motorcycle and are tied.","The state of 2 people who are being attracted by way each other while settling a problem, was very good for the police force many times.",1,"Tokyo","Male",2,"",NA,NA
"18","15/05/2018 07:50:26","kakuto","A Death in Oxford","Richard Mac Andrew","Cambridge","mystery","Britain is Oxford, a case where a doctor called Janet Leighton is killed will occur.
To solve the case, police officer Williams begins investigation.
By listening to Barbara working at Janet's clinic, Elizabeth of lawyers, Simon of Janet's husband, Simon of Janet, Chris of his son, from the day before the incident, which seems likely to be involved in this case, It will be clarified.","An investigation is becoming important for an event solution.",1,"Tokyo","Male",2,"",NA,NA
"19","07/05/2018 19:57:11","kakuto","Let Me Out!","Antoinette Moses","Cambridge","fantasy","Main character's john produces a robot with a name as nolan of a study of trouble.
Nolan hears that I say everything, cooks and washes, cleaning, it seemed the finished goods which make up with everything, but I'm having feeling gradually.
Jealousy and perplexity are being born by having had a feeling.","Human feeling is so difficult but warmth. Becouse human feeling makes the parson happy.",1,"Tokyo","Male",2,"",NA,NA
"20","21/05/2018 23:00:37","kakuto","Next Door to Love","Margaret Johnson","Cambridge","romance","Stella was badly injured and cowardly in love from the bad habits of the boyfriend James who used to be with her before.
One day, a nice man Tony who has a blue eyes and black hair next to Stella will move. Tony had a small girl, already parted with his ex-wife Kathy and was already deceived in love. It was already Tony who was not trained in Kathy, but I was looking forward to meeting Daisy, my daughter who lives with a new father under Kathy. Stella, with Janet's advice, two people are gradually attracted by what he has spoken to Tony. But that's where Kathy brings Daisy and moves to Scotland. Stella to Tony who had been depressed to meet Daisy anymore.","Love surmounts various human difficulties and leads to happiness.",2,"Tokyo","Male",3,"",NA,NA
"21","29/04/2018 18:59:37","kakuto","Book Boy","Antoinette Morses","Cambridge","biography","The fact that the boy writing the novel which lives in England will meet the girl who does a life on the road and live together. When Nikki who has used a drug reeled a girl, a house was wasted, and the PC with data of a novel was also missing.","I think this stoy is difficult situation boy and girl meet and with live by borning a bond",1,"Tokyo","Male",2,"",NA,NA
"22","04/06/2018 13:57:59","kakuto","why?","philip prowse","Cambridge","historical fiction","Soldier Alex headed to the country called Glossia during the six month mission period to stop the civil war and bring peace. It was a job that kept my life with leaving Sara, but I was responsible for feeling responsibility there.
Even though Glossia that arrived is still in worse security, even if we go out to the patrol of the town together with the same soldiers Ken, Hawk, Stefan, a few inhabitants will have overseas troops in their own country under the name of justice Sometimes I was not happy to come in and I often encountered dangerous eyes.
And finally a big accident happens. It was an unfortunate accident for Alex and the local residents as well.","The real part of the war is drawn, it has been transmitted as it reads, such as farewell by war, suffering in the battlefield.",1,"Tokyo","Male",2,"",NA,NA
"23","28/05/2018 23:35:27","kakuto","Help!","PHILIP PROWSE","Cambridge","fantasy","Frank of a wrong writer, even if complaining about the wife of career woman, the work does not get easy. Such a visiting opportunity visited. Given a client to a computer, dreaming of a millionaire and crisis. When launching the computer, a woman named """"chip"""" appears on the monitor and asks for help.","I thought that it would be serious if I became too dependent on computers.",1,"Tokyo","Male",2,"",NA,NA
"24","26/04/2018 18:24:23","tomo","American Life","Vicky Shipton","Pearson","other"," American Life explains American history and culture and life style. For example, The fist people came to America from Siberia.And, American people love baseball, American football, basketball, and ice hockey. Then American Life introduces the star player of each sport."," I think American Life is good to understand the United States. I have a several reasons.
 First,  American Life explains many American information . So, I read this book without get tired.
 Second, American life illustrated with a lot of photographs. I could understand many American information.
 For these reasons , I think American Life is the bet to understand the United States.",5,"Tokyo","Male",3,"",NA,NA
"25","15/05/2018 02:58:29","tomoya","Suffer!","Paul Harvey","Other","sport"," The chief character of this book is Nick. He is 16 years old and He likes surfing.
He want to go to Australia. Because, he wants to work surf shop. But, His mother and father don't like Nick's plan. His parents say Nick ran out of money.
 Then Nick makes up his mind to go for a championship of the surfing. Nick gets 1,000 pounds if he win the championship,
 Can Nick win the competition and go to Australia?"," I thought that it was very important to make an effort. Nick try hard in order to fulfill his dreams. Then It is important to achieve something by one's power.
Something is got.",3,"Tokyo","Male",2,"",NA,NA
"26","07/05/2018 11:43:25","tomoya","Leonardo da Vinci","Alex Raynham","Oxford","biography","Leonardo da Vinci explains his personal history and a work of da Vinci. For example, The Last Supper and Mona Lisa. These are the most famous works in the world.","I think Leonardo da Vinci is a great person. There are several reasons.
First, Leonardo da Vinci made amazing works.
Second, Leonardo da Vinci thought to fly in the sky.",4,"Tokyo","Male",2,"",NA,NA
"27","29/05/2018 09:55:36","tomoya","Pirates of the Caribbean: At World's End","Disney","Penguin","action adventure","Pirates of the Caribbean: At World's End is adventure book.Sir Becket arrests pirates in sequence and executes it, because Sir Becket wants to make a conquest of a sea.
Pirates resist Sir Becket. Pirates go to the world´s end in order to Pirates go to meet Jack Sparrow. Then the war of pirate and the East Indies trading company begins.The pirate succeeds in defeating East Indies trading company.","I think Pirates of the Caribbean: At World's End is powerful book.I was excited very much, because I like Pirates of Cali lesbians.",4,"Tokyo","Male",2,"",NA,NA
"28","15/05/2018 00:19:11","tomoya","Love or Monet","Rowena Akinyemi","Oxford","mystery"," Love or Money is mystery. Jackie and Molly of Jackie's mother lived in Cambridge.
 Approximately one week later, A birthday party of Molly was held. However, Molly died in her room.The doctor said that she could not die of an illness. So, The police interviewed. Who is a criminal? In fact , The criminal was Jackie. Jackie bore a grudge against Molly.","
 I didn't think criminal was Jackie. So , Love or Money spruced me very much. I thought  the title of the Love or Monet was great. Because, the title of the Love or Money expresses Jackie's motive. 
 Love or Money is a interesting book.",5,"Tokyo","Male",3,"",NA,NA
"29","03/05/2018 21:12:55","hide","The Swiss Family Robinson","Johann Wyss","Penguin","action adventure","The Robinson family consisted a father who was a pastor and adventurer talker ,
a mother ,four boys ,16-year-old Fritz, 14-year-old Ernst, 12-year-old Jack, 9-year-old Franz, and two bulldogs, Turku and Bill.
  They shipwrecked on a sailing boat on the way to Australia and evacuated 
along with luggage and animals, caught by drifting things and reached the 
isolated island of south ocean.
 They used exploring tools and what was found in the island to explore the island
and tried to make use of what is available. In this way, the family created home,
hunted, fished, and spent simple but comfortable times.
 10 years after, British ships were distressed, Jenny drifted to the island where
the Robinson family were, and became a member of the family. After a while,
a British ship came to the island. The parents stayed at the island """"New 
Switzerland"""" with some of their cildren.Other children returned to Europe.  
","I think if I go to an isolated island, I cannnot survive there. During a week, I will 
starve and lose power to keep alive. It is dangerous to judge oneself that food which is there whether eatable or not. But we are about to die, we must take a risk to eat strange food.
",3,"Tokyo","Male",4,"",NA,NA
"30","20/04/2018 21:45:24","hide","Extreme Sports","Micheal Dean","Pearson","sport"," There are many """"extreme sports"""" in the world . They include ,for example,BASE jumping,hang gliding,and skydiving.In other words,they are """"dangerous sports"""".
 When we play those sports,we take some risks.For instance,first,in BASE jumping,if we jump from a tall building,we will be arrested by police. 
 Second,when we skydive,sometimes parachute don't open.In this case,many players think """"I may die"""".But,in some caces,instructors on top of the players go under them and hit the ground first and sacrifice their own lives.
 Also there are people who play """"street luge"""".The sport makes the civilians feel bad.Of course,it causes traffic accidents.It is dangerous for not only players but also around people.
 However,there are reasons why extreme sports attract many people.They thrill 
people than ordinary sports.Recently people around the world tend to want to be excited extremely.That's why extreme sports are now in fashion.
","I like sports very much.However,I don't think to play """"extreme sports"""".Because our lives are not light,but heavy.My parents have taken trouble to raise me for 18
years.Now I am a university student thanks to them.So I will treat my body carefully.",2,"Tokyo","Male",3,"",NA,NA
"31","31/05/2018 16:46:52","hide","Michael Jordan","Nancy Taylor","Pearson","biography"," Michael Jordan was born in Brooklyn, New York city, as James 
Jordan's third son. He grew up in a
relatively wealthy family.
 Jordan grabbed the regular seat as
early as the first year of NBA, the second year missed much of the season due to injury, but third year,
he made his talent completely blossomed. Not only the scoring ability but also the athletic ability, especially the body control in the air     
was extraordinary as a young player, and he became one of the most popular league players.
 After retiring, Jordan suddenly announced the shift to baseball. Many fans interpreted that he pursued another dream of childhood in order to distract the sorrow that his father was murdered. At any stage, he pursued the greatest result."," I have been absorbed in sports, for
example, baseball or T&F. It is necessary to practice hard to get to our goal. 
 Even Michael Jordan continued 
unremitting effots. I have little talent, but I believe that depending on my efforts, I can go anywhere.",5,"Tokyo","Male",0,"",NA,NA
"32","09/06/2018 13:39:15","hide","Jojo's story","Antoinette Moses","Cambridge","non-fiction"," In a country in war, Jojo, who was protected by the UN soldier and journalists went to places, where boys in similar circumstances gather. After getting along with a journalist, Chris, Jojo knew what was happening.                                   
 Every day, Jojo heard battle sound
even near his house. Then, he met a soldier who was a close friend of his deceased brother. Comparing with UN soldiers, he had only shabby equipment, but Jojo got along with him, and was invited to see how the war was.
 Jojo was worried about his family always, so he made a tremendous decision. He stole equiment from the UN soldier and went to the battlefield with his brother's close friend."," Different from Japan, in developing country, there are poor children. we can live without trouble, but, it is not  
regular thing. We must have thought of gratitude. So, we should do our best in any case, for example, in university and club activity.",4,"Tokyo","Male",3,"",NA,NA
"33","28/04/2018 19:20:16","hide","The Mummy Returns","John Whitman","Penguin","fantasy","About 5000 years ago from the present age, Soundingly warrior Scorpion King
made a great war to conquer the world. The Scorpion army who was defeated at
the end of the seven years of great warfare escaped to """"holy oasis of Am Scheer"""" and finally became only Scorpion. At the moment of death, Scorpion offered a vow to God Anubis. Anubis God responds to the wish to defeat the
enemy and the Scorpion also wished """"If you help my life and defeat the enemy,
I will devote my spirit to you  and will be your servant"""".
 5000 years have passed since then, two people, Rick and Evelyn got married, 
and they had 8 - year - old son Alex. Evelyn was led by strange dreams and found """"Bracelet of Anubis"""" at a certain ruin of Egypt, but it was attacked by Haffes' three servants ( Spivy, Jack, Red ) .
 Meanwhile, Alex opened the box containing the """"Anubis bracelet freely from
curiosity and mischief inherited from his mother and wore it in his arm so that
it could be guided. Then suddenly the spectacle of Egypt spreaded in front of
his eyes. Then Alex wearing the bracelet was kidnapped by the odd organization
and his family went to rescue him. In various strange events, they faced ancient 
Egypt history. ","Nobody knows acient truth, but it may be probable for us to see ancient scene
in our dreams. Our previous existence or ancestor may show us the scene. it is
important to learn mistakes from the past and make use of it for the present age.",2,"Tokyo","Male",4,"",NA,NA
"34","11/05/2018 21:18:55","hide","Alice in Wonderland","Lewis Carroll","Penguin","fantasy"," A sunny day, Alice was reading a book under a tree with her sisiter. Then the rabbit ran in a panic. Alice decided to chase the rabbit. Then it jumped into the
hole in the ground. Alice was curious so she would chase after that.
 When she  looked around a place like a cave, she found the rabbit again. 
Although she chased it , next  hole was very small, so she could not pass the hole. There was a strange drink. When Alice drank it, her body changed into smaller. Another drink also was there. Then she drank it and her body became
bigger. The rabbit and other animals found her and shouted """"She is monster!""""
and they threw stones to her.
 After that, she was invited to mysterious paties, played the game of croquet with
the Queen of Hearts of the cards. She was faced with other many strange experiences one after another.But she woke up by her sister's voice. She had been sleeping under the tree.The strange events were just in a dream."," Sometimes I see a nightmare during sleeping. I am always reassured by realizing that it is not real after I wake up. Of course, I see good dreams too, and
strange dreams. Recently, I saw a dream that I ran 100m in 10 seconds. My dream came true in my dream. But, after waking up, I was very very mortified. ",2,"Tokyo","Male",4,"",NA,NA
"35","18/05/2018 15:24:40","hide","New York","Vicky Shipton","Pearson","other"," We can see who the visitors are in New York. They walk around looking up all the time. New York is famous for its skyscrapers. There are many different styles of building. Some are beautiful, some are not.
 Tourists can buy T-shirts that say """"I love New York."""" This is true for New Yorkers. They are very proud of their city, sometimes calling it """"the capital of the world."""" There are many wonderful things to do there. We can eat food from all around the world. We can shop all day. We can spend time in a big, beautiful park and never leave the city.
 But New York is not without problems, too. Tourists must be careful in a big city.
There are still thieves in subway stations and busy streets. If possible, we should
travel with someone at night. Also, we should not carry a lot of money, and leave
jewelry at home or in our hotel.

 "," I have dreamed of going to the most famous city, New York. Tokyo, where I live in now is a big city, but I think it is inferior to New York. 
 I agree that New York is the greatest city, but, I like Japan, Tokyo, and my hometown Gunma the best. I will cherish our city and our culture forever.",4,"Tokyo","Male",4,"",NA,NA
"36","23/05/2018 18:15:59","hide","American Life","Vicky Shipton","Pearson","other"," Many people want the """"American Dream."""" This usually means a big house, a big 
car, and a lot of money. The first people came to America from Siberia. In 1776,
Americans fought a war to get really free and won. George Washington was the 
new country's first president.
 The US got storonger and stronger. After the Second World War, the US fought
a """"Cold War"""" with the Soviet Union. When the Soviet Union ended, many Americans thought about thier country's future. Some of them think that the US
can be a """"world policemen."""" Other people think that this idea is wrong.
 Americans love sports. Baseball, American football, basketball, and hockey are
the biggest. American movie makers make about 600 movies each year. Some 
American movies do not make a lot of money in the US, but people in other countries love them. Like these, America is a big tresure box of leisure.

"," I agree that America is called """"the capital of the world."""" America has various culture and influences many other countries. I think it is important to import the
American cultures, but it is also important to develop our own culture. I want Japan to be called """"the capital of the world"""" one day.",5,"Tokyo","Male",3,"copied sentences",NA,NA
"37","24/04/2018 10:19:48","mai","A midsummmer night’s dream","William Shakespeare","Pearson","fantasy","At Athens,Hermia and Lysander loved each other. But,Egeus,Hermia’s father,wanted Hermia to marry Demetrius.Because Hermia reduced it,Egeus was angry and tried to kill Hermia and Lysander by Athen old law.Hermia planed to elope with Lysander and went to forest.Hermia told this plan Herena(Hermia’s best friend)However,Herena told Demetrius it.Demetrius leave for forest and Herena followed him.At the same time,Oberon(fairy king) got into fight with Titania(fairy queen) at forest.Oberon told Puck to use eyedrops to Titania’s eye.This eyedrops had strange power.People who use it learn to love someone they look first.Puck use it toTitania.Then Titania loved donkey.Oberon also use it to Demetrius.But Puck mistake Demetrius for Lysander. After that Puck use it to Demtrius too.They come to love Herena and fight for Herena.Hermia was angry and hit Herena. So Oberon use eyedrops to them again.Then Lysander loved Hermia,Demetrius loved Herena.Watching two couple, Athens king let Lysander and Hermia marry.Four people live Athens in happiness with fairy.","I want to use eyedrops which was this story’s key. But I must take care not to mistake.",3,"Tokyo","Female",3,"",NA,NA
"38","01/05/2018 19:26:20","mai","Strong medicine","Richard MacAndrew","Cambridge","mystery","Latto is a British doctor. He wanted to be taught chinese medicine by Deborah Spencer(an American doctor).He thought her knowledge help parients with Parkinson’s Disease. He visited Spencer home,but she died!Tony Martinez,a detective in the Santa Clruz Police,thought she was killed by someone.Spencer worked with Koning and Croker.Latto and Martinez cooperated for identfing killer.Finally they know killer was Ray.Wanting much money,He killed Spencer and stole her PC because she wrote books about medicine for Pakinson’s Desease by using the PC.Ray wanted to get that information to money. Ray use poison drug for killing Spencer.At the end this story,Koning and Latto loved each other.","Ray was doctor.Doctor shoud help people life.But he killed Spencer.Money is scare.",3,"Tokyo","Female",3,"",NA,NA
"39","14/05/2018 14:05:20","mai","Hamlet","William Shakespare","Pearson","classical literature","Hamlet was prince of Denmark.Because his father died,Claudius,Hamlet’s uncle,became king and married Hamlet’s mother.Hamlet saw his father ghost and knew Claudius killed his father by poison. Hamlet pretended to go crazy.Opheria was Hamlet’s lover and Polonius’s daughter.She worried Hamlet.Hamlet blame his mother.Hamlet thought Claudius eavesdropped and killed.But actually the man was Pilonius.Opheria went mad because her lovers killed her father.She drowned.Laertes,Opheria’s brother,was angry.Hamlet fighted Laertes by poison sword. As a result,Laertes and Hamlet died.Hamlet’s mother drank poison by mistake and died. ","I think anger and resentment kill people through reading Hamlet.",4,"Tokyo","Female",3,"",NA,NA
"40","24/04/2018 10:25:13","rio","strong medicine","Richard  Macandrew","Cambridge","mystery","One day a woman died.The woman's name is Deborah Spencer.At first, the police thought her death was caused by a heart desease.But, in fact, she was killed by her coworkers. That is because she had important information about treatment for Perkinson's desease.","This book is so interesting.It  is work that I wanted to read ahead so that all the characters are suspicious.",3,"Tokyo","Female",2,"",NA,NA
"41","01/05/2018 14:33:53","rio","A Midsummer Night's Dream","William Shakespeare","Pearson","fantasy","Lysander and Hermia are lovers.But, Hermia was to be married to a fiancé Demetrious.Lysander and Hermia decided to elope.At that time, the fairy king and the queen were fighting in the forest.The king ordered the fairy to apply a medicine of love to the queen. However,the fairy a mistake and applied medicine to Lysander. After that, various misunderstandings were born, all things are solved. Lysander and Hermia could married safely.","This book is so interesting.I think it was good Lysander and Hermia could marry.",3,"Tokyo","Female",2,"",NA,NA
"42","14/05/2018 19:49:41","rio","A Chrismas Carol","Charis Dickens","Oxford","fantasy","The main character Scrooge is very ruthless man.One day, he was invited to his nephew's party. But, he cursed his nephew and went home. When he got home, a ghost of Murray of colleague who died seven years ago appeard.Murray's ghost informed Scrooge of misery after his death and told that I don't want Scrooge to be like myself.After that, three spirits of the past, the present and the future appeared.They showed himself in the past, the  present and the future.Scrooge who saw his miserable death convertd and became a good person.","I thought being strict with myself kind to others is important.I learned that what I did is to return to me.",3,"Tokyo","Female",3,"",NA,NA
